read,write,map,correspondences,1st_write,1st_same,1st_different,1st_same_len,1st_different_len,1st_congruency,most_congruency_write,most_congruency_same,most_congruency_different,most_congruency_same_len,most_congruency_different_len,most_congruency_congruency
hang,['660'],㰠 㼚㽘䋁䘕䟘䡉䭺䲳𮭰䶳亢伉劥匟吭囥坑妔忼抗杭沆炕牨犺砊秔笐粇肮航苀蚢貥迒邟钪闶阬颃𱇘𡵻𣃚𥄦𦐄𧦑𧲪𨀫𨈢𨟼𨾒𩲋𪎵𪐦𪕇𬹽𪻑𭥙𰏔,"[{'660': {'same': ['航', '沆', '杭', '㰠', '䘕', '䟘', '䲳', '笐', '苀', '蚢', '貥', '迒', '颃', '𱇘', '𦐄', '𧦑', '𨾒', '𩲋', '𪐦', '𪕇', '𬹽'], 'different': ['抗', '坑', '肮', '吭', '亢', '炕', '伉', '㼚', '㽘', '䋁', '䡉', '䭺', '𮭰', '䶳', '劥', '匟', '囥', '妔', '忼', '牨', '犺', '砊', '秔', '粇', '邟', '钪', '闶', '阬', '𡵻', '𣃚', '𥄦', '𧲪', '𨀫', '𨈢', '𨟼', '𪎵', '𪻑', '𭥙', '𰏔']}}]",660,航 沆 杭 㰠 䘕 䟘 䲳 笐 苀 蚢 貥 迒 颃 𱇘 𦐄 𧦑 𨾒 𩲋 𪐦 𪕇 𬹽,抗 坑 肮 吭 亢 炕 伉 㼚 㽘 䋁 䡉 䭺 𮭰 䶳 劥 匟 囥 妔 忼 牨 犺 砊 秔 粇 邟 钪 闶 阬 𡵻 𣃚 𥄦 𧲪 𨀫 𨈢 𨟼 𪎵 𪻑 𭥙 𰏔,21,39,0.35,660,航 沆 杭 㰠 䘕 䟘 䲳 笐 苀 蚢 貥 迒 颃 𱇘 𦐄 𧦑 𨾒 𩲋 𪐦 𪕇 𬹽,抗 坑 肮 吭 亢 炕 伉 㼚 㽘 䋁 䡉 䭺 𮭰 䶳 劥 匟 囥 妔 忼 牨 犺 砊 秔 粇 邟 钪 闶 阬 𡵻 𣃚 𥄦 𧲪 𨀫 𨈢 𨟼 𪎵 𪻑 𭥙 𰏔,21,39,0.35
hao,['639'],嗥 嘷噑暤暭曍槔槹橰獆獋獔皋皐皞皡皥翱翶翺臯,"[{'639': {'same': ['嗥', '嘷', '噑', '暤', '暭', '曍', '獆', '獋', '獔', '皞', '皡', '皥'], 'different': ['翱', '皋', '槔', '槹', '橰', '皐', '翶', '翺', '臯']}}]",639,嗥 嘷 噑 暤 暭 曍 獆 獋 獔 皞 皡 皥,翱 皋 槔 槹 橰 皐 翶 翺 臯,12,9,0.5714285714285714,639,嗥 嘷 噑 暤 暭 曍 獆 獋 獔 皞 皡 皥,翱 皋 槔 槹 橰 皐 翶 翺 臯,12,9,0.5714285714285714
he,['510'],㓭 㔠㡫㷎㹇㿣䅥䈓䋵𰿴䨠䫘偈喝堨嵑幆愒揭暍曷朅楬歇毼渴猲碣竭羯葛蝎褐谒𬨍遏鍻鞨𮩝馤𩨀鹖齃𠂄𡇼𢆜𢉥𣂰𣎅𣨵𣮷𤣨𤸎𥈎𥻉𦝲𦤦𦤪𦩥𧇷𧼨𨃃𨉪𬰵𩩲𩮂𩹄𪑦𪓮𪕭𪘹𫕈𫱊𭧑𭹨𮍻𮗳𱑙𱲅𲂲,"[{'510': {'same': ['喝', '褐', '㷎', '㹇', '㿣', '䫘', '曷', '毼', '鞨', '鹖', '𥻉', '𩩲', '𪘹'], 'different': ['渴', '揭', '歇', '葛', '竭', '蝎', '羯', '遏', '谒', '㓭', '㔠', '㡫', '䅥', '䈓', '䋵', '𰿴', '䨠', '偈', '堨', '嵑', '幆', '愒', '暍', '朅', '楬', '猲', '碣', '𬨍', '鍻', '𮩝', '馤', '𩨀', '齃', '𠂄', '𡇼', '𢆜', '𢉥', '𣂰', '𣎅', '𣨵', '𣮷', '𤣨', '𤸎', '𥈎', '𦝲', '𦤦', '𦤪', '𦩥', '𧇷', '𧼨', '𨃃', '𨉪', '𬰵', '𩮂', '𩹄', '𪑦', '𪓮', '𪕭', '𫕈', '𫱊', '𭧑', '𭹨', '𮍻', '𮗳', '𱑙', '𱲅', '𲂲']}}]",510,喝 褐 㷎 㹇 㿣 䫘 曷 毼 鞨 鹖 𥻉 𩩲 𪘹,渴 揭 歇 葛 竭 蝎 羯 遏 谒 㓭 㔠 㡫 䅥 䈓 䋵 𰿴 䨠 偈 堨 嵑 幆 愒 暍 朅 楬 猲 碣 𬨍 鍻 𮩝 馤 𩨀 齃 𠂄 𡇼 𢆜 𢉥 𣂰 𣎅 𣨵 𣮷 𤣨 𤸎 𥈎 𦝲 𦤦 𦤪 𦩥 𧇷 𧼨 𨃃 𨉪 𬰵 𩮂 𩹄 𪑦 𪓮 𪕭 𫕈 𫱊 𭧑 𭹨 𮍻 𮗳 𱑙 𱲅 𲂲,13,67,0.1625,510,喝 褐 㷎 㹇 㿣 䫘 曷 毼 鞨 鹖 𥻉 𩩲 𪘹,渴 揭 歇 葛 竭 蝎 羯 遏 谒 㓭 㔠 㡫 䅥 䈓 䋵 𰿴 䨠 偈 堨 嵑 幆 愒 暍 朅 楬 猲 碣 𬨍 鍻 𮩝 馤 𩨀 齃 𠂄 𡇼 𢆜 𢉥 𣂰 𣎅 𣨵 𣮷 𤣨 𤸎 𥈎 𦝲 𦤦 𦤪 𦩥 𧇷 𧼨 𨃃 𨉪 𬰵 𩮂 𩹄 𪑦 𪓮 𪕭 𫕈 𫱊 𭧑 𭹨 𮍻 𮗳 𱑙 𱲅 𲂲,13,67,0.1625
hei,['431'],㱄 嘿墨潶黑黒默黙𢡀𬭶,"[{'431': {'same': ['嘿', '黑', '黒', '㱄', '潶', '𢡀', '𬭶'], 'different': ['默', '墨', '黙']}}]",431,嘿 黑 黒 㱄 潶 𢡀 𬭶,默 墨 黙,7,3,0.7,431,嘿 黑 黒 㱄 潶 𢡀 𬭶,默 墨 黙,7,3,0.7
hen,['575'],㸧 𫖱佷哏垠垦很恨恳根泿狠痕眼硍簋艮艰茛裉貇跟退银限龈𠛵𨒼,"[{'575': {'same': ['很', '恨', '痕', '狠', '佷'], 'different': ['跟', '眼', '根', '退', '银', '限', '艰', '恳', '艮', '龈', '垠', '垦', '哏', '㸧', '𫖱', '泿', '硍', '簋', '茛', '裉', '貇', '𠛵', '𨒼']}}]",575,很 恨 痕 狠 佷,跟 眼 根 退 银 限 艰 恳 艮 龈 垠 垦 哏 㸧 𫖱 泿 硍 簋 茛 裉 貇 𠛵 𨒼,5,23,0.17857142857142858,575,很 恨 痕 狠 佷,跟 眼 根 退 银 限 艰 恳 艮 龈 垠 垦 哏 㸧 𫖱 泿 硍 簋 茛 裉 貇 𠛵 𨒼,5,23,0.17857142857142858
heng,['433'],亨 哼悙涥烹脝𣨉,"[{'433': {'same': ['哼', '亨', '悙', '涥', '脝', '𣨉'], 'different': ['烹']}}]",433,哼 亨 悙 涥 脝 𣨉,烹,6,1,0.8571428571428571,433,哼 亨 悙 涥 脝 𣨉,烹,6,1,0.8571428571428571
hm,['1473A'],噷,"[{'1473A': {'same': ['噷'], 'different': []}}]",1473A,噷,,1,0,1.0,1473A,噷,,1,0,1.0
hong,['1446'],䡏 䨎宖弘泓𰬋苰鞃𠰈𢘌𬭂,"[{'1446': {'same': ['弘', '泓', '䡏', '䨎', '宖', '𰬋', '苰', '鞃', '𢘌', '𬭂'], 'different': ['𠰈']}}]",1446,弘 泓 䡏 䨎 宖 𰬋 苰 鞃 𢘌 𬭂,𠰈,10,1,0.9090909090909091,1446,弘 泓 䡏 䨎 宖 𰬋 苰 鞃 𢘌 𬭂,𠰈,10,1,0.9090909090909091
hou,['446'],㬋 侯候喉堠猴瘊睺矦篌糇缑鄇𬭤,"[{'446': {'same': ['候', '猴', '喉', '侯', '㬋', '堠', '瘊', '睺', '矦', '篌', '糇', '鄇', '𬭤'], 'different': ['缑']}}]",446,候 猴 喉 侯 㬋 堠 瘊 睺 矦 篌 糇 鄇 𬭤,缑,13,1,0.9285714285714286,446,候 猴 喉 侯 㬋 堠 瘊 睺 矦 篌 糇 鄇 𬭤,缑,13,1,0.9285714285714286
hu,['1460'],㗅 㾰䠒䩴䭌媩楜湖煳猢瑚箶糊胡葫蝴醐鍸𫗫鹕𫛷𡹹𢉢𤭱𧍵𧛞𪕮𪕱,"[{'1460': {'same': ['胡', '湖', '糊', '蝴', '瑚', '葫', '鹕', '醐', '猢', '㗅', '㾰', '䠒', '䩴', '䭌', '媩', '楜', '煳', '箶', '鍸', '𫗫', '𫛷', '𡹹', '𢉢', '𤭱', '𧍵', '𧛞', '𪕮', '𪕱'], 'different': []}}]",1460,胡 湖 糊 蝴 瑚 葫 鹕 醐 猢 㗅 㾰 䠒 䩴 䭌 媩 楜 煳 箶 鍸 𫗫 𫛷 𡹹 𢉢 𤭱 𧍵 𧛞 𪕮 𪕱,,28,0,1.0,1460,胡 湖 糊 蝴 瑚 葫 鹕 醐 猢 㗅 㾰 䠒 䩴 䭌 媩 楜 煳 箶 鍸 𫗫 𫛷 𡹹 𢉢 𤭱 𧍵 𧛞 𪕮 𪕱,,28,0,1.0
hua,['1410'],㟆 华哗晔曅桦烨蕐譁铧𫖇𮧵骅𪩓,"[{'1410': {'same': ['华', '哗', '桦', '㟆', '蕐', '譁', '铧', '骅'], 'different': ['晔', '曅', '烨', '𫖇', '𮧵', '𪩓']}}]",1410,华 哗 桦 㟆 蕐 譁 铧 骅,晔 曅 烨 𫖇 𮧵 𪩓,8,6,0.5714285714285714,1410,华 哗 桦 㟆 蕐 譁 铧 骅,晔 曅 烨 𫖇 𮧵 𪩓,8,6,0.5714285714285714
huai,['1412'],坏 怀瓌瓖褱,"[{'1412': {'same': ['坏', '怀', '褱'], 'different': ['瓌', '瓖']}}]",1412,坏 怀 褱,瓌 瓖,3,2,0.6,1412,坏 怀 褱,瓌 瓖,3,2,0.6
huan,['1419'],䁵 䚪鹮𫜅不儇噮圜嬛寰彋懁擐檈澴獧环癏睘瞏糫缳翾蠉𫍽𮝹还镮阛鬟𬶵𠟼,"[{'1419': {'same': ['环', '寰', '缳', '镮', '鹮', '𫜅', '圜', '嬛', '擐', '澴', '糫', '𮝹', '阛', '鬟', '𠟼'], 'different': ['不', '还', '䁵', '䚪', '儇', '噮', '彋', '懁', '檈', '獧', '癏', '睘', '瞏', '翾', '蠉', '𫍽', '𬶵']}}]",1419,环 寰 缳 镮 鹮 𫜅 圜 嬛 擐 澴 糫 𮝹 阛 鬟 𠟼,不 还 䁵 䚪 儇 噮 彋 懁 檈 獧 癏 睘 瞏 翾 蠉 𫍽 𬶵,15,17,0.46875,1419,环 寰 缳 镮 鹮 𫜅 圜 嬛 擐 澴 糫 𮝹 阛 鬟 𠟼,不 还 䁵 䚪 儇 噮 彋 懁 檈 獧 癏 睘 瞏 翾 蠉 𫍽 𬶵,15,17,0.46875
huang,['1457'],㾮 䄓䅣䊗䑟䞹䬖𬸛偟凰喤堭媓崲徨惶揘楻湟煌瑝皇篁艎葟蝗遑锽隍𫗮𫘩鳇𤚝𨉤𨍧𨜔𱂳𪏓,"[{'1457': {'same': ['皇', '凰', '煌', '惶', '徨', '蝗', '鳇', '㾮', '䄓', '䅣', '䊗', '䑟', '䞹', '𬸛', '偟', '喤', '堭', '媓', '崲', '楻', '湟', '瑝', '篁', '艎', '葟', '遑', '锽', '隍', '𫗮', '𫘩', '𤚝', '𨉤', '𨍧', '𨜔'], 'different': ['䬖', '揘', '𱂳', '𪏓']}}]",1457,皇 凰 煌 惶 徨 蝗 鳇 㾮 䄓 䅣 䊗 䑟 䞹 𬸛 偟 喤 堭 媓 崲 楻 湟 瑝 篁 艎 葟 遑 锽 隍 𫗮 𫘩 𤚝 𨉤 𨍧 𨜔,䬖 揘 𱂳 𪏓,34,4,0.8947368421052632,1457,皇 凰 煌 惶 徨 蝗 鳇 㾮 䄓 䅣 䊗 䑟 䞹 𬸛 偟 喤 堭 媓 崲 楻 湟 瑝 篁 艎 葟 遑 锽 隍 𫗮 𫘩 𤚝 𨉤 𨍧 𨜔,䬖 揘 𱂳 𪏓,34,4,0.8947368421052632
hui,['1466'],㻅 𰺭䭝𩩈𪑅䶐会侩刽哙𫰢𰏶徻𢙓𰕭桧浍烩狯𤶊瞺𰧻糩绘脍荟𫋻譮郐𫘽鲙𫊹,"[{'1466': {'same': ['会', '绘', '烩', '荟', '㻅', '𪑅', '𫰢', '徻', '浍', '瞺'], 'different': ['刽', '侩', '桧', '脍', '鲙', '狯', '𰺭', '䭝', '𩩈', '䶐', '哙', '𰏶', '𢙓', '𰕭', '𤶊', '𰧻', '糩', '𫋻', '譮', '郐', '𫘽', '𫊹']}}]",1466,会 绘 烩 荟 㻅 𪑅 𫰢 徻 浍 瞺,刽 侩 桧 脍 鲙 狯 𰺭 䭝 𩩈 䶐 哙 𰏶 𢙓 𰕭 𤶊 𰧻 糩 𫋻 譮 郐 𫘽 𫊹,10,22,0.3125,1466,会 绘 烩 荟 㻅 𪑅 𫰢 徻 浍 瞺,刽 侩 桧 脍 鲙 狯 𰺭 䭝 𩩈 䶐 哙 𰏶 𢙓 𰕭 𤶊 𰧻 糩 𫋻 譮 郐 𫘽 𫊹,10,22,0.3125
hun,['1445'],㥵 㨡㮯圂慁溷𦞢𦵣𨍲,"[{'1445': {'same': ['㥵', '㨡', '㮯', '圂', '慁', '溷', '𦞢', '𦵣'], 'different': ['𨍲']}}]",1445,㥵 㨡 㮯 圂 慁 溷 𦞢 𦵣,𨍲,8,1,0.8888888888888888,1445,㥵 㨡 㮯 圂 慁 溷 𦞢 𦵣,𨍲,8,1,0.8888888888888888
huo,['371'],㸌 㺢嚯攉瀖癨矐臛藿霍𥽥,"[{'371': {'same': ['霍', '嚯', '藿', '㸌', '㺢', '攉', '瀖', '癨', '矐', '臛', '𥽥'], 'different': []}}]",371,霍 嚯 藿 㸌 㺢 攉 瀖 癨 矐 臛 𥽥,,11,0,1.0,371,霍 嚯 藿 㸌 㺢 攉 瀖 癨 矐 臛 𥽥,,11,0,1.0
ji,['56'],㨈 侪剂剤哜𫺊挤斉斋斎𪲎济済𰣬𰨦脐艩荠虀蛴赍賷跻𬯀霁韲齐𱌗𱌘齑𪯠𮚁𰲅𲊦,"[{'56': {'same': ['剂', '挤', '济', '跻', '荠', '齑', '㨈', '剤', '哜', '𪲎', '済', '𰣬', '𰨦', '虀', '赍', '賷', '𬯀', '霁', '韲', '𱌗'], 'different': ['齐', '脐', '斋', '侪', '𫺊', '斉', '斎', '艩', '蛴', '𱌘', '𪯠', '𮚁', '𰲅', '𲊦']}}]",56,剂 挤 济 跻 荠 齑 㨈 剤 哜 𪲎 済 𰣬 𰨦 虀 赍 賷 𬯀 霁 韲 𱌗,齐 脐 斋 侪 𫺊 斉 斎 艩 蛴 𱌘 𪯠 𮚁 𰲅 𲊦,20,14,0.5882352941176471,56,剂 挤 济 跻 荠 齑 㨈 剤 哜 𪲎 済 𰣬 𰨦 虀 赍 賷 𬯀 霁 韲 𱌗,齐 脐 斋 侪 𫺊 斉 斎 艩 蛴 𱌘 𪯠 𮚁 𰲅 𲊦,20,14,0.5882352941176471
jia,['532'],㚙 㹢䴥乫伽加咖𰇠嘉拁架枷毠泇珈痂笳耞茄袈贺跏迦鉫驾𡶥𥝿𥹌𩊏,"[{'532': {'same': ['加', '架', '驾', '茄', '嘉', '伽', '珈', '迦', '枷', '痂', '袈', '笳', '㚙', '㹢', '䴥', '乫', '拁', '毠', '泇', '耞', '跏', '鉫', '𡶥', '𥝿', '𥹌', '𩊏'], 'different': ['咖', '贺', '𰇠']}}]",532,加 架 驾 茄 嘉 伽 珈 迦 枷 痂 袈 笳 㚙 㹢 䴥 乫 拁 毠 泇 耞 跏 鉫 𡶥 𥝿 𥹌 𩊏,咖 贺 𰇠,26,3,0.896551724137931,532,加 架 驾 茄 嘉 伽 珈 迦 枷 痂 袈 笳 㚙 㹢 䴥 乫 拁 毠 泇 耞 跏 鉫 𡶥 𥝿 𥹌 𩊏,咖 贺 𰇠,26,3,0.896551724137931
jian,['185'],㟞 㣤㥇𫞣䎒䏼𰲳䙁䧖䱠䴼俴刬𰏕戋栈残浅𰠛𬍙盏碊笺线菚虥𰲠𬣡贱践𰹼𬪨钱饯馢𠒲,"[{'185': {'same': ['贱', '践', '笺', '饯', '㣤', '䧖', '俴', '戋', '𰠛', '碊', '𬣡', '馢'], 'different': ['钱', '线', '残', '浅', '盏', '栈', '㟞', '㥇', '𫞣', '䎒', '䏼', '𰲳', '䙁', '䱠', '䴼', '刬', '𰏕', '𬍙', '菚', '虥', '𰲠', '𰹼', '𬪨', '𠒲']}}]",185,贱 践 笺 饯 㣤 䧖 俴 戋 𰠛 碊 𬣡 馢,钱 线 残 浅 盏 栈 㟞 㥇 𫞣 䎒 䏼 𰲳 䙁 䱠 䴼 刬 𰏕 𬍙 菚 虥 𰲠 𰹼 𬪨 𠒲,12,24,0.3333333333333333,185,贱 践 笺 饯 㣤 䧖 俴 戋 𰠛 碊 𬣡 馢,钱 线 残 浅 盏 栈 㟞 㥇 𫞣 䎒 䏼 𰲳 䙁 䱠 䴼 刬 𰏕 𬍙 菚 虥 𰲠 𰹼 𬪨 𠒲,12,24,0.3333333333333333
jiang,['112'],㢡 㯍䉃䊢䒂䵁䵼𰊈奖奨将𡺃𫽣桨浆蒋螀𬧀酱锵鳉𠅵𣩗𤍵𤨿𤴠𧽩𨄚𨫥𩝫𩝴𩱑𪙝𪤖𫌏𫦋𫳻𬦞𭊟𭒝𭲎𮠿𰎲,"[{'112': {'same': ['将', '奖', '酱', '浆', '桨', '蒋', '㢡', '㯍', '䉃', '䒂', '奨', '𫽣', '螀', '鳉'], 'different': ['锵', '䊢', '䵁', '䵼', '𰊈', '𡺃', '𬧀', '𠅵', '𣩗', '𤍵', '𤨿', '𤴠', '𧽩', '𨄚', '𨫥', '𩝫', '𩝴', '𩱑', '𪙝', '𪤖', '𫌏', '𫦋', '𫳻', '𬦞', '𭊟', '𭒝', '𭲎', '𮠿', '𰎲']}}]",112,将 奖 酱 浆 桨 蒋 㢡 㯍 䉃 䒂 奨 𫽣 螀 鳉,锵 䊢 䵁 䵼 𰊈 𡺃 𬧀 𠅵 𣩗 𤍵 𤨿 𤴠 𧽩 𨄚 𨫥 𩝫 𩝴 𩱑 𪙝 𪤖 𫌏 𫦋 𫳻 𬦞 𭊟 𭒝 𭲎 𮠿 𰎲,14,29,0.32558139534883723,112,将 奖 酱 浆 桨 蒋 㢡 㯍 䉃 䒂 奨 𫽣 螀 鳉,锵 䊢 䵁 䵼 𰊈 𡺃 𬧀 𠅵 𣩗 𤍵 𤨿 𤴠 𧽩 𨄚 𨫥 𩝫 𩝴 𩱑 𪙝 𪤖 𫌏 𫦋 𫳻 𬦞 𭊟 𭒝 𭲎 𮠿 𰎲,14,29,0.32558139534883723
jiao,['553'],㝔 㬵㼎㿰䂭䍊䘨䢒䴔交佼傚効咬姣峧恔挌效晈校洨烄狡珓皎窔筊绞胶茭虠蛟𰵦賋跤较郊铰頝饺驳𱅐骹鲛𫜪𧣦,"[{'553': {'same': ['交', '较', '胶', '跤', '狡', '郊', '绞', '饺', '佼', '铰', '鲛', '皎', '姣', '蛟', '䍊', '䘨', '䢒', '䴔', '峧', '恔', '晈', '烄', '珓', '茭', '虠', '賋', '𧣦'], 'different': ['校', '效', '咬', '驳', '挌', '㝔', '㬵', '㼎', '㿰', '䂭', '傚', '効', '洨', '窔', '筊', '𰵦', '頝', '𱅐', '骹', '𫜪']}}]",553,交 较 胶 跤 狡 郊 绞 饺 佼 铰 鲛 皎 姣 蛟 䍊 䘨 䢒 䴔 峧 恔 晈 烄 珓 茭 虠 賋 𧣦,校 效 咬 驳 挌 㝔 㬵 㼎 㿰 䂭 傚 効 洨 窔 筊 𰵦 頝 𱅐 骹 𫜪,27,20,0.574468085106383,553,交 较 胶 跤 狡 郊 绞 饺 佼 铰 鲛 皎 姣 蛟 䍊 䘨 䢒 䴔 峧 恔 晈 烄 珓 茭 虠 賋 𧣦,校 效 咬 驳 挌 㝔 㬵 㼎 㿰 䂭 傚 効 洨 窔 筊 𰵦 頝 𱅐 骹 𫜪,27,20,0.574468085106383
jie,['537'],㾬 䃈䡡偕勓喈堦媘揩楷湝煯瑎皆稭蒈蝔谐锴阶𱊐龤𡺓𢔡𢝷𢾆𤭧𥍾𥏪𥚺𥻄𦂄𦎥𦝨𦞉𧚻𧳧𨜡𩀊𩋧𩘅𩘗𩤠𩩰𫎝𭤀𰲧𲃱𲋜𲋨,"[{'537': {'same': ['阶', '皆', '䃈', '喈', '堦', '媘', '湝', '煯', '稭', '蝔', '𱊐', '𤭧', '𦝨', '𩘅', '𩩰'], 'different': ['谐', '偕', '揩', '楷', '㾬', '䡡', '勓', '瑎', '蒈', '锴', '龤', '𡺓', '𢔡', '𢝷', '𢾆', '𥍾', '𥏪', '𥚺', '𥻄', '𦂄', '𦎥', '𦞉', '𧚻', '𧳧', '𨜡', '𩀊', '𩋧', '𩘗', '𩤠', '𫎝', '𭤀', '𰲧', '𲃱', '𲋜', '𲋨']}}]",537,阶 皆 䃈 喈 堦 媘 湝 煯 稭 蝔 𱊐 𤭧 𦝨 𩘅 𩩰,谐 偕 揩 楷 㾬 䡡 勓 瑎 蒈 锴 龤 𡺓 𢔡 𢝷 𢾆 𥍾 𥏪 𥚺 𥻄 𦂄 𦎥 𦞉 𧚻 𧳧 𨜡 𩀊 𩋧 𩘗 𩤠 𫎝 𭤀 𰲧 𲃱 𲋜 𲋨,15,35,0.3,537,阶 皆 䃈 喈 堦 媘 湝 煯 稭 蝔 𱊐 𤭧 𦝨 𩘅 𩩰,谐 偕 揩 楷 㾬 䡡 勓 瑎 蒈 锴 龤 𡺓 𢔡 𢝷 𢾆 𥍾 𥏪 𥚺 𥻄 𦂄 𦎥 𦞉 𧚻 𧳧 𨜡 𩀊 𩋧 𩘗 𩤠 𫎝 𭤀 𰲧 𲃱 𲋜 𲋨,15,35,0.3
jin,['567'],㦗 㯲㱈𦈟𩖗僸凚噤禁襟𬺔𠢱𠢵𦽔𨆃𨭺,"[{'567': {'same': ['禁', '襟', '㦗', '㯲', '㱈', '𦈟', '𩖗', '僸', '凚', '噤', '𬺔', '𠢱', '𠢵', '𦽔', '𨆃', '𨭺'], 'different': []}}]",567,禁 襟 㦗 㯲 㱈 𦈟 𩖗 僸 凚 噤 𬺔 𠢱 𠢵 𦽔 𨆃 𨭺,,16,0,1.0,567,禁 襟 㦗 㯲 㱈 𦈟 𩖗 僸 凚 噤 𬺔 𠢱 𠢵 𦽔 𨆃 𨭺,,16,0,1.0
jing,['623'],㹵 𬑏𫎭䣆䪫𠇹刭劲圣𫰛𢀖弪径挳𣐕殌氢泾烃𰠲痉硁经羟胫茎𰲶𰵡踁轻迳鋞陉颈𱉠𠗊𠲮𫵸𢙼𣇁𤭓𥥻𦈵𧯬𨠸𨿋𩈡𩣪𩩋𩬣𩰰𩳍𩷏𪊵𪏅𬹭𪪯𮗒𰌿𰩼𱭐,"[{'623': {'same': ['经', '径', '颈', '茎', '痉', '胫', '泾', '䪫', '𠇹', '刭', '𢀖', '弪', '𣐕', '踁', '迳', '𱉠', '𠗊', '𠲮', '𩰰'], 'different': ['圣', '轻', '劲', '氢', '羟', '烃', '㹵', '𬑏', '𫎭', '䣆', '𫰛', '挳', '殌', '𰠲', '硁', '𰲶', '𰵡', '鋞', '陉', '𫵸', '𢙼', '𣇁', '𤭓', '𥥻', '𦈵', '𧯬', '𨠸', '𨿋', '𩈡', '𩣪', '𩩋', '𩬣', '𩳍', '𩷏', '𪊵', '𪏅', '𬹭', '𪪯', '𮗒', '𰌿', '𰩼', '𱭐']}}]",623,经 径 颈 茎 痉 胫 泾 䪫 𠇹 刭 𢀖 弪 𣐕 踁 迳 𱉠 𠗊 𠲮 𩰰,圣 轻 劲 氢 羟 烃 㹵 𬑏 𫎭 䣆 𫰛 挳 殌 𰠲 硁 𰲶 𰵡 鋞 陉 𫵸 𢙼 𣇁 𤭓 𥥻 𦈵 𧯬 𨠸 𨿋 𩈡 𩣪 𩩋 𩬣 𩳍 𩷏 𪊵 𪏅 𬹭 𪪯 𮗒 𰌿 𰩼 𱭐,19,42,0.3114754098360656,623,经 径 颈 茎 痉 胫 泾 䪫 𠇹 刭 𢀖 弪 𣐕 踁 迳 𱉠 𠗊 𠲮 𩰰,圣 轻 劲 氢 羟 烃 㹵 𬑏 𫎭 䣆 𫰛 挳 殌 𰠲 硁 𰲶 𰵡 鋞 陉 𫵸 𢙼 𣇁 𤭓 𥥻 𦈵 𧯬 𨠸 𨿋 𩈡 𩣪 𩩋 𩬣 𩳍 𩷏 𪊵 𪏅 𬹭 𪪯 𮗒 𰌿 𰩼 𱭐,19,42,0.3114754098360656
jiong,['742'],㢠 冂冋冏坰扃泂炯烱䌹诇迥𬳶,"[{'742': {'same': ['炯', '迥', '㢠', '冂', '冋', '冏', '坰', '扃', '泂', '烱', '䌹', '𬳶'], 'different': ['诇']}}]",742,炯 迥 㢠 冂 冋 冏 坰 扃 泂 烱 䌹 𬳶,诇,12,1,0.9230769230769231,742,炯 迥 㢠 冂 冋 冏 坰 扃 泂 烱 䌹 𬳶,诇,12,1,0.9230769230769231
jiu,['86'],㠇 㩆僦噈就憱殧蹴蹵鹫𦠢,"[{'86': {'same': ['就', '鹫', '㠇', '㩆', '僦', '殧', '𦠢'], 'different': ['蹴', '噈', '憱', '蹵']}}]",86,就 鹫 㠇 㩆 僦 殧 𦠢,蹴 噈 憱 蹵,7,4,0.6363636363636364,86,就 鹫 㠇 㩆 僦 殧 𦠢,蹴 噈 憱 蹵,7,4,0.6363636363636364
